Ticker,Start Date,End Date,Pietroski F-Score,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,Quarterly Return
BID,2018-05-03,2018-08-06,4.00000,1.25292,3.08778,0.30149,0.9304331161364507
BID,2018-08-06,2018-11-01,6.00000,1.23465,3.63403,0.25780,0.8850669412976313
BID,2018-11-01,2019-02-28,3.00000,1.23691,3.94045,0.38875,0.998370956481266
BID,2019-02-28,2019-05-02,6.00000,1.08185,5.09088,0.34673,0.9321678321678323
BID,2019-05-02,2019-07-30,2.00000,1.15633,4.98197,0.41832,1.4538634658664666
BIG,2013-09-10,2013-12-11,4.00000,1.72939,1.50091,0.14070,0.8646743727093319
BIG,2013-12-11,2015-03-31,2.00000,1.77583,2.26317,0.22427,1.594717965438539
BIG,2014-06-11,2014-09-10,6.00000,1.76920,1.18210,0.07900,1.0359227660529862
BIG,2014-09-10,2014-12-10,7.00000,1.75820,1.20312,0.07866,0.894234937147811
BIG,2014-12-10,2015-03-31,4.00000,1.83665,1.62481,0.15177,1.1854095976732912
BIG,2015-03-31,2015-06-10,5.00000,1.73217,1.31306,0.09763,0.9345737068084237
BIG,2015-03-31,2015-06-10,5.00000,1.94141,0.92983,0.04426,0.9345737068084237
BIG,2015-06-10,2015-09-09,7.00000,1.77736,0.98324,0.03231,1.0317217239116165
BIG,2015-09-09,2015-12-09,7.00000,1.75519,0.99654,0.03440,0.8246395250212045
BIG,2015-12-09,2016-03-29,4.00000,1.73566,1.71014,0.14654,1.1645667266649524
BIG,2016-03-29,2016-06-08,8.00000,1.69994,1.07193,0.03796,1.1591962905718702
BIG,2016-06-08,2016-09-07,8.00000,1.66830,1.07636,0.02456,0.9310476190476191
BIG,2016-09-07,2016-12-07,6.00000,1.72939,1.59841,0.13411,1.1043371522094925
BIG,2016-12-07,2017-03-09,5.00000,1.73886,1.96466,0.17726,0.9583178955168581
BIG,2017-03-09,2017-06-08,6.00000,1.46575,1.27681,0.03798,0.9566982408660353
BIG,2017-06-08,2017-09-07,7.00000,1.46024,1.59101,0.09573,0.9577692463123862
BIG,2017-09-07,2017-12-06,6.00000,1.51302,1.98927,0.15874,1.2398734177215192
BIG,2017-12-06,2018-04-03,5.00000,1.66033,2.26361,0.20145,0.7393227837331973
BIG,2018-04-03,2018-06-13,8.00000,1.73331,1.46678,0.13041,0.9703107019562714
BIG,2018-06-13,2018-09-12,6.00000,1.65355,1.50610,0.10075,1.017314990512334
BIG,2018-09-12,2018-12-12,4.00000,1.69167,2.01908,0.23126,0.7069246910701795
BIG,2018-12-12,2019-04-02,3.00000,1.71311,2.59862,0.29050,1.2674802110817942
BIG,2019-04-02,2019-06-12,4.00000,1.76648,1.91952,0.25630,0.7611241217798594
BIG,2019-06-12,2019-09-11,4.00000,1.24971,3.69767,0.15445,0.8461538461538461
BIG,2019-09-11,2019-12-11,5.00000,1.09358,3.95280,0.14654,1.1066666666666667
BIG,2019-12-11,2020-03-31,4.00000,1.29093,3.48857,0.14645,0.502373128879153
BIG,2020-03-31,2020-06-10,5.00000,1.22178,2.77223,0.08763,2.6656976744186047
BIIB,2011-10-28,2012-02-03,7.00000,3.20472,0.41206,0.12089,1.038219806352981
BIIB,2012-02-03,2012-05-01,6.00000,3.25935,0.40806,0.11759,1.076652486910995
BIIB,2012-05-01,2012-07-24,5.00000,2.00248,0.44463,0.11844,1.0828964364409999
BIIB,2012-07-24,2012-10-25,7.00000,2.00223,0.46114,0.11947,1.01740106651698
BIIB,2012-10-25,2013-02-05,6.00000,2.00868,0.44562,0.11543,1.078
BIIB,2013-02-05,2013-04-25,6.00000,1.95750,0.45468,0.11261,1.357750623760476
BIIB,2013-04-25,2013-07-25,6.00000,4.15776,0.38491,0.09003,1.1003628139282855
BIIB,2013-07-25,2013-10-28,7.00000,1.93488,0.37198,0.06729,1.072538860103627
BIIB,2013-10-28,2014-02-06,6.00000,1.74073,0.38453,0.06207,1.2052541222501696
BIIB,2014-02-06,2014-04-23,7.00000,1.81139,0.37612,0.05023,1.0235855306744401
BIIB,2014-04-23,2014-07-23,5.00000,2.21109,0.33793,0.04861,1.0841423948220066
BIIB,2014-07-23,2014-10-22,9.00000,2.04788,0.35052,0.04563,0.8955223880597015
BIIB,2014-10-22,2015-02-04,9.00000,2.25291,0.31380,0.04285,1.2953333333333334
BIIB,2015-02-04,2015-04-24,9.00000,2.04454,0.32372,0.04076,1.0550694801852805
BIIB,2015-04-24,2015-07-24,7.00000,2.70209,0.30421,0.03837,0.7975609756097561
BIIB,2015-07-24,2015-10-21,7.00000,2.19850,0.33295,0.03458,0.8715596330275229
BIIB,2015-10-21,2016-02-03,5.00000,3.51974,0.96162,0.31524,0.9388771929824561
BIIB,2016-02-03,2016-04-21,5.00000,2.59933,1.08053,0.33460,1.0047088721130129
BIIB,2016-04-21,2016-07-21,5.00000,2.59357,1.00179,0.31635,1.0406189555125727
BIIB,2016-07-21,2016-10-26,4.00000,2.95990,0.88665,0.30412,1.0544037746639978
BIIB,2016-10-26,2017-01-26,4.00000,3.23711,0.82462,0.29561,0.9424367753746016
BIIB,2017-01-26,2017-04-25,5.00000,2.55335,0.88619,0.28489,1.0431654676258992
BIIB,2017-04-25,2017-07-25,4.00000,2.29230,0.84836,0.30733,1.0000344827586207
BIIB,2017-07-25,2017-10-24,6.00000,2.10335,0.88005,0.29937,1.099962070273439
BIIB,2017-10-24,2018-02-01,7.00000,2.19464,0.79573,0.28221,1.091473354231975
BIIB,2018-02-01,2018-04-24,5.00000,2.33754,0.87747,0.25106,0.7286748233672239
BIIB,2018-04-24,2018-07-24,7.00000,3.23448,0.85860,0.22739,1.4977730479681526
BIIB,2018-07-24,2018-10-23,7.00000,2.35760,0.95475,0.24750,0.8289473684210527
BIIB,2018-10-23,2019-02-06,8.00000,2.74623,0.85266,0.23266,1.0713333333333335
BIIB,2019-02-06,2019-04-24,8.00000,2.31880,0.94058,0.23475,0.687527780247133
BIIB,2019-04-24,2019-07-24,7.00000,2.84009,0.91329,0.22473,1.0546504611671406
BIIB,2019-07-24,2019-10-22,7.00000,2.46342,1.03012,0.22629,1.26685737637924
BIIB,2019-10-22,2020-02-06,6.00000,1.90610,0.96429,0.21662,1.0915806451612904
BIIB,2020-02-06,2020-04-23,7.00000,1.72330,1.04169,0.21865,0.8676674842637194
BIIB,2020-04-23,2020-07-22,8.00000,1.72621,1.08339,0.22825,0.971901501992439
BIO,2012-08-09,2012-11-08,7.00000,4.34118,0.71061,0.23101,1.0
BIO,2012-11-08,2013-03-18,4.00000,4.25544,0.70656,0.22169,1.1830400309417908
BIO,2013-03-18,2013-05-10,5.00000,4.09967,0.70848,0.21269,0.9675521046178994
BIO,2013-05-10,2013-08-08,5.00000,4.17509,0.70184,0.21193,1.0179084304781214
BIO,2013-08-08,2013-11-12,5.00000,4.41290,0.68176,0.21040,1.0008298755186722
BIO,2013-11-12,2014-03-18,5.00000,3.61762,0.54427,0.13277,1.0488391376451078
BIO,2014-03-18,2014-05-08,5.00000,3.60529,0.54971,0.12855,0.9560439560439561
BIO,2014-05-08,2014-08-06,4.00000,3.67129,0.54142,0.12658,0.9703960969155709
BIO,2014-08-06,2014-11-07,4.00000,3.78890,0.54126,0.12562,0.9458031529612271
BIO,2014-11-07,2015-03-02,6.00000,3.50239,0.55556,0.12869,1.1478511577619606
BIO,2015-03-02,2015-05-06,7.00000,3.84180,0.52908,0.13040,1.0989010989010988
BIO,2015-05-06,2015-08-07,6.00000,4.08232,0.51293,0.13098,1.044
BIO,2015-08-07,2015-11-05,5.00000,4.31283,0.49449,0.12358,0.9610700602079912
BIO,2015-11-05,2016-02-29,7.00000,4.12287,0.50897,0.11884,0.9729479604185947
BIO,2016-02-29,2016-05-06,6.00000,4.02762,0.48955,0.11696,1.0395112314333796
BIO,2016-05-06,2016-08-05,3.00000,4.42833,0.47514,0.11562,1.0984725839374956
BIO,2016-08-05,2016-11-02,5.00000,4.39977,0.48194,0.11203,1.0052543893374344
BIO,2016-11-02,2017-03-01,5.00000,4.17896,0.48731,0.10800,1.245792962774095
BIO,2017-03-01,2017-05-09,4.00000,3.91351,0.49293,0.11276,1.1150225133033156
BIO,2017-05-09,2017-08-07,2.00000,4.25167,0.45995,0.10987,1.04102422907489
BIO,2017-08-07,2017-11-09,4.00000,4.01338,0.47402,0.10484,1.1724411531340915
BIO,2017-11-09,2018-04-16,6.00000,4.05708,0.46948,0.10380,0.9379652605459056
BIO,2018-04-16,2018-05-10,6.00000,3.93210,0.45824,0.10170,1.1086660253326919
BIO,2018-05-10,2018-08-09,6.00000,4.33390,0.38476,0.06994,1.1453414801692037
BIO,2018-08-09,2018-11-05,5.00000,4.50325,0.37665,0.06871,0.8516682976104043
BIO,2018-11-05,2019-04-01,5.00000,4.48893,0.37102,0.06531,1.1432171979243884
BIO,2019-04-01,2019-05-10,4.00000,4.48869,0.39567,0.07823,0.9953313448320581
BIO,2019-05-10,2019-08-06,7.00000,4.57262,0.41100,0.06376,1.0461889250814334
BIO,2019-08-06,2019-11-01,7.00000,4.68172,0.39370,0.05724,1.024347717790647
BIO,2019-11-01,2020-03-02,6.00000,4.71761,0.39872,0.06100,1.0754711246200608
BIO,2020-03-02,2020-05-08,4.00000,2.40769,0.39162,0.00170,1.3161122572987027
BJRI,2013-08-05,2013-11-05,5.00000,1.03192,0.49997,0.00000,0.8574181117533718
BJRI,2013-11-05,2014-02-25,3.00000,0.85906,0.51998,0.00000,0.9917602996254682
BJRI,2014-02-25,2014-05-06,3.00000,0.76879,0.52173,0.00000,1.1265105740181267
BJRI,2014-05-06,2014-08-04,3.00000,0.84158,0.52705,0.00000,1.1756620851491788
BJRI,2014-08-04,2014-11-03,4.00000,0.74189,0.51870,0.00000,1.2603364699173083
BJRI,2014-11-03,2015-02-26,6.00000,0.62298,0.70340,0.05159,1.1864253393665156
BJRI,2015-02-26,2015-05-04,5.00000,0.75980,0.85576,0.08963,0.9111365369946606
BJRI,2015-05-04,2015-08-03,6.00000,0.67600,0.79121,0.05999,1.0826705734616993
BJRI,2015-08-03,2015-11-03,6.00000,0.68620,0.97913,0.11304,0.8644886912816547
BJRI,2015-11-03,2016-02-23,8.00000,0.65031,0.99079,0.10163,1.0020125223613596
BJRI,2016-02-23,2016-05-02,8.00000,0.79562,1.15388,0.14743,1.000669493416648
BJRI,2016-05-02,2016-08-04,7.00000,0.60001,1.19786,0.14218,0.8831400535236396
BJRI,2016-08-04,2016-10-31,6.00000,0.59665,1.11155,0.13383,0.9128787878787878
BJRI,2016-10-31,2017-02-28,4.00000,0.54659,1.25135,0.15734,1.0304287690179808
BJRI,2017-02-28,2017-05-09,6.00000,0.46691,1.51480,0.21409,1.2268456375838928
BJRI,2017-05-09,2017-08-08,5.00000,0.49710,1.72232,0.26135,0.7221006564551422
BJRI,2017-08-08,2017-11-06,5.00000,0.54936,1.65342,0.24400,0.9575757575757576
BJRI,2017-11-06,2018-02-26,6.00000,0.55590,1.82679,0.27992,1.3971518987341771
BJRI,2018-02-26,2018-05-07,6.00000,0.49232,1.64195,0.23919,1.2355605889014722
BJRI,2018-05-07,2018-08-06,9.00000,0.53273,1.55592,0.23071,1.1173235563703026
BJRI,2018-08-06,2018-11-05,8.00000,0.43691,1.28280,0.16332,1.0070549630844954
BJRI,2018-11-05,2019-02-26,7.00000,0.49193,1.15525,0.14115,0.7842945584881068
BJRI,2019-02-26,2019-05-07,7.00000,0.52177,1.24793,0.13667,1.0616950560864147
BJRI,2019-05-07,2019-08-05,4.00000,0.39446,2.21394,0.09639,0.7419291723733125
BJRI,2019-08-05,2019-11-04,5.00000,0.36883,2.25541,0.09474,1.069356540084388
BJRI,2019-11-04,2020-02-25,4.00000,0.38169,2.69271,0.14931,0.9297163995067819
BJRI,2020-02-25,2020-05-11,6.00000,0.40778,2.69319,0.13339,0.5557029177718832
BKE,2012-09-06,2012-12-06,2.00000,4.10558,0.34998,0.00000,0.9833931777378815
BKE,2012-12-06,2013-04-03,5.00000,3.90015,0.36436,0.00000,1.0588772250114102
BKE,2013-04-03,2013-06-12,6.00000,2.14703,0.65018,0.00000,1.1911637931034484
BKE,2013-06-12,2013-09-12,5.00000,2.70935,0.51598,0.00000,0.9612809842590917
BKE,2013-09-12,2013-12-12,5.00000,2.81106,0.49317,0.00000,0.9478637304724261
BKE,2013-12-12,2014-04-02,4.00000,2.99427,0.46770,0.00000,0.9231532962668785
BKE,2014-04-02,2014-06-12,4.00000,2.77301,0.50939,0.00000,0.9647235964723596
BKE,2014-06-12,2014-09-11,4.00000,3.44127,0.41521,0.00000,1.0503901895206242
BKE,2014-09-11,2014-12-11,4.00000,3.58991,0.40119,0.00000,1.050520059435364
BKE,2014-12-11,2015-04-01,5.00000,3.48072,0.40807,0.00000,1.029298848252172
BKE,2015-04-01,2015-06-11,4.00000,2.65467,0.52836,0.00000,0.8845700824499412
BKE,2015-06-11,2015-09-10,2.00000,3.18424,0.43301,0.00000,0.8814913448735019
BKE,2015-09-10,2015-12-10,2.00000,3.17007,0.43192,0.00000,0.7940584088620343
BKE,2015-12-10,2016-03-30,2.00000,3.38506,0.40919,0.00000,1.0843373493975905
BKE,2016-03-30,2016-06-09,4.00000,3.37183,0.38806,0.00000,0.7543859649122806
BKE,2016-06-09,2016-09-08,3.00000,4.18200,0.32742,0.00000,0.9434108527131783
BKE,2016-09-08,2016-12-08,4.00000,3.92597,0.34649,0.00000,1.0866885784716516
BKE,2016-12-08,2017-03-29,3.00000,4.37776,0.31235,0.00000,0.6805293005671078
BKE,2017-03-29,2017-06-08,4.00000,3.91881,0.34679,0.00000,0.9222222222222223
BKE,2017-06-08,2017-09-07,3.00000,4.10743,0.33803,0.00000,0.8975903614457831
BKE,2017-09-07,2017-12-07,4.00000,4.50926,0.31216,0.00000,1.5268456375838926
BKE,2017-12-07,2018-04-04,5.00000,4.40277,0.31892,0.00000,0.967032967032967
BKE,2018-04-04,2018-06-14,6.00000,3.68296,0.37538,0.00000,1.259090909090909
BKE,2018-06-14,2018-09-13,5.00000,4.05373,0.34809,0.00000,0.8339350180505416
BKE,2018-09-13,2018-12-13,5.00000,4.05953,0.34888,0.00000,0.8424242424242424
BKE,2018-12-13,2019-04-03,3.00000,3.88750,0.35423,0.00000,0.963001027749229
BKE,2019-04-03,2019-06-13,4.00000,4.10597,0.33875,0.00000,0.8649946638207044
BKE,2019-06-13,2019-09-12,3.00000,2.30211,1.21221,0.00000,1.299198025909932
BKE,2019-09-12,2019-12-12,2.00000,2.34938,1.16381,0.00000,1.2497625830959165
BKE,2019-12-12,2020-04-01,4.00000,2.33004,1.15201,0.00000,0.4939209726443769
BKE,2020-04-01,2020-06-11,4.00000,2.22985,1.23023,0.00000,1.2376923076923076
BKI,2017-07-28,2017-11-02,6.00000,1.77766,0.93115,0.41802,1.0536130536130537
BKI,2017-11-02,2018-02-23,6.00000,1.87637,1.27259,0.41120,1.0519911504424777
BKI,2018-02-23,2018-05-08,5.00000,1.21200,1.13945,0.39227,1.0883280757097793
BKI,2018-05-08,2018-07-31,7.00000,1.27208,1.23466,0.41338,1.0125603864734298
BKI,2018-07-31,2018-10-30,7.00000,1.31369,1.17749,0.40002,0.8322519083969466
BKI,2018-10-30,2019-02-22,6.00000,1.35644,1.09427,0.38373,1.1944508140334786
BKI,2019-02-22,2019-05-01,6.00000,1.11339,1.04500,0.36588,1.071990785179497
BKI,2019-05-01,2019-08-06,5.00000,1.23702,1.20524,0.41540,1.0272206303724927
BKI,2019-08-06,2019-11-07,4.00000,1.30043,1.16616,0.40976,1.0036610878661087
BKI,2019-11-07,2020-02-28,4.00000,1.34973,1.14343,0.40799,1.1462567309362515
BKI,2020-02-28,2020-05-05,4.00000,0.97968,1.08733,0.38967,1.0637975450825885
BKNG,2012-08-07,2012-11-01,5.00000,3.35005,0.78698,0.17275,0.8542347696879643
BKNG,2012-11-01,2013-02-01,5.00000,3.63694,0.67547,0.15074,1.2056357627413463
BKNG,2013-02-01,2014-05-08,5.00000,3.88744,0.61926,0.14257,1.5821358494921514
BKNG,2013-08-08,2013-11-07,5.00000,3.90990,0.68452,0.17866,1.1288072218364402
BKNG,2013-11-07,2014-02-07,5.00000,4.10169,0.63300,0.16923,1.0972440423236358
BKNG,2014-02-07,2015-05-07,5.00000,5.41413,0.51156,0.16761,1.0559614273269105
BKNG,2014-08-11,2014-11-04,7.00000,5.64524,0.48265,0.15221,0.8683699340796505
BKNG,2014-11-04,2015-02-04,5.00000,4.59610,0.73871,0.25605,0.930717263188156
BKNG,2015-02-04,2016-05-04,5.00000,3.70901,0.72423,0.25890,1.2142857142857142
BKNG,2015-08-05,2015-11-05,5.00000,2.43042,0.98965,0.31713,1.0668228929343777
BKNG,2015-11-05,2016-02-09,6.00000,2.71603,0.94854,0.32630,0.6497830508474576
BKNG,2016-02-09,2016-05-04,5.00000,2.46871,0.98063,0.35352,1.3125632544891124
BKNG,2016-05-04,2016-08-04,5.00000,3.50362,0.95159,0.31492,1.0798092209856915
BKNG,2016-05-04,2016-08-04,5.00000,2.44759,1.02539,0.34477,1.0798092209856915
BKNG,2016-08-04,2016-11-04,6.00000,2.67665,1.12267,0.36852,1.0520097173144876
BKNG,2016-11-04,2017-02-07,7.00000,2.00744,1.04373,0.31855,1.1126272698645954
BKNG,2017-02-07,2017-05-09,8.00000,1.88952,1.02023,0.31247,1.2021635220125786
BKNG,2017-05-09,2017-08-08,6.00000,2.15131,1.03443,0.33230,1.0693508558992173
BKNG,2017-08-08,2017-11-07,8.00000,2.20193,1.02407,0.32311,0.8545499021526419
BKNG,2017-11-07,2018-02-27,7.00000,2.51763,1.00273,0.33875,1.0786053701265244
BKNG,2018-02-27,2018-05-09,5.00000,2.58295,1.26021,0.39541,1.1597664543524415
BKNG,2018-05-09,2018-08-09,7.00000,2.13718,1.35221,0.37142,0.8745995423340961
BKNG,2018-08-09,2018-11-05,7.00000,1.92119,1.41546,0.35400,0.9805128205128205
BKNG,2018-11-05,2019-02-27,6.00000,2.40898,1.44885,0.40412,1.0172060455981555
BKNG,2019-02-27,2019-05-09,7.00000,2.36484,1.58247,0.43263,0.9073609653725079
BKNG,2019-05-09,2019-08-07,4.00000,1.26919,2.23442,0.39278,1.0167511839160879
BKNG,2019-08-07,2019-11-07,6.00000,1.57820,3.05012,0.40704,1.1045268425841674
BKNG,2019-11-07,2020-02-26,6.00000,1.81910,2.60376,0.39816,0.891370610647719
BKNG,2020-02-26,2020-05-07,6.00000,1.83246,2.60728,0.40468,0.8042074375296033
BKS,2016-09-08,2016-11-22,3.00000,0.98036,2.59267,0.03154,1.0445205479452055
BKS,2016-11-22,2017-03-02,3.00000,1.04585,3.26966,0.08478,0.7827868852459018
BKS,2017-03-02,2017-06-22,5.00000,0.95837,2.35697,0.00924,0.7382198952879581
BKS,2017-06-22,2017-09-07,5.00000,1.01782,2.36563,0.03358,0.9858156028368795
BKS,2017-09-07,2017-11-30,6.00000,1.02007,2.48222,0.04345,1.0071942446043165
BKS,2017-11-30,2018-03-01,1.00000,1.10975,3.26734,0.11024,0.6071428571428571
BKS,2018-03-01,2018-06-21,4.00000,0.99435,3.03470,0.03345,1.411764705882353
BKS,2018-06-21,2018-09-06,2.00000,1.05382,3.24670,0.09071,0.7916666666666666
BKS,2018-09-06,2018-11-20,4.00000,1.15063,2.83040,0.10279,1.3873684210526316
BKS,2018-11-20,2019-03-07,3.00000,1.17685,3.69739,0.14228,0.7875569044006071
BKS,2019-03-07,2019-06-19,6.00000,1.12251,2.76802,0.07244,1.2890173410404624
BL,2018-11-07,2019-02-28,5.00000,1.42659,0.47223,0.00000,1.30009633911368
BL,2019-02-28,2019-05-09,3.00000,1.39121,0.51514,0.00000,0.8806965542793628
BL,2019-05-09,2019-08-07,4.00000,1.34869,0.55508,0.00994,1.1074884307951198
BL,2019-08-07,2019-11-07,4.00000,1.34927,0.58013,0.00958,0.9688509021842355
BL,2019-11-07,2020-02-27,5.00000,3.86779,1.43378,0.39321,1.2172123113115076
BL,2020-02-27,2020-05-06,5.00000,3.49477,1.51427,0.38370,0.9904976646803028
BLCM,2018-05-08,2018-08-07,2.00000,6.74248,0.75803,0.30356,0.8542568542568544
BLCM,2018-08-07,2018-11-06,3.00000,10.23128,0.44326,0.21878,0.7736486486486486
BLCM,2018-11-06,2019-03-12,3.00000,8.01075,0.55718,0.24830,0.6899563318777293
BLCM,2019-03-12,2019-05-07,2.00000,6.02980,0.77431,0.29599,1.0284810126582278
BLCM,2019-05-07,2019-08-05,1.00000,4.74389,1.12678,0.39221,0.40923076923076923
BLCM,2019-08-05,2019-11-06,2.00000,2.67366,1.95978,0.40434,0.9699248120300752
BLCM,2019-11-06,2020-03-12,2.00000,1.37190,4.86469,0.27248,0.5
BLCM,2020-03-12,2020-05-07,3.00000,1.18467,-25.47884,0.31585,0.7984496124031009
BLDR,2013-08-02,2013-11-01,2.00000,2.37521,-60.80916,0.70029,1.2333333333333334
BLDR,2013-11-01,2014-02-28,6.00000,2.31975,96.92186,0.66306,1.1986486486486485
BLDR,2014-02-28,2014-05-02,7.00000,2.61947,32.56579,0.68620,0.8951521984216462
BLDR,2014-05-02,2014-08-01,5.00000,2.29953,42.09989,0.65209,0.7443324937027708
BLDR,2014-08-01,2014-11-05,5.00000,2.36605,21.25963,0.64768,0.9864636209813875
BLDR,2014-11-05,2015-03-03,4.00000,1.94529,16.29325,0.63006,1.0548885077186965
BLDR,2015-03-03,2015-05-11,4.00000,1.92569,13.28022,0.65307,2.0959349593495933
BLDR,2015-05-11,2015-08-07,5.00000,1.66032,17.40876,0.65374,1.0985259891388672
BLDR,2015-08-07,2015-11-09,5.00000,1.61659,12.75843,0.61728,1.0875706214689265
BLDR,2015-11-09,2016-03-11,3.00000,1.62724,18.53365,0.66731,0.6090909090909091
BLDR,2016-03-11,2016-05-06,4.00000,1.62441,18.31726,0.67718,1.2238805970149254
BLDR,2016-05-06,2016-08-05,3.00000,1.62413,20.27235,0.67640,1.0452961672473868
BLDR,2016-08-05,2016-11-04,6.00000,1.65442,16.53295,0.65371,0.7741666666666666
BLDR,2016-11-04,2017-03-01,5.00000,1.75009,9.16371,0.63683,1.5059203444564049
BLDR,2017-03-01,2017-05-09,5.00000,1.61122,8.39825,0.61929,1.1358112937812723
BLDR,2017-05-09,2017-08-04,4.00000,1.88362,8.29502,0.64418,0.9918187539332913
BLDR,2017-08-04,2017-11-09,7.00000,1.80477,7.52811,0.60713,1.0837563451776648
BLDR,2017-11-09,2018-03-01,6.00000,1.86155,6.50730,0.59852,1.228337236533958
BLDR,2018-03-01,2018-05-10,6.00000,1.74843,6.99057,0.59359,0.932793136320305
BLDR,2018-05-10,2018-08-08,5.00000,2.08943,6.75536,0.62412,0.8799182422074603
BLDR,2018-08-08,2018-11-02,6.00000,2.03951,6.20057,0.59233,0.8130081300813009
BLDR,2018-11-02,2019-03-01,8.00000,2.09128,4.93256,0.57665,1.0171428571428571
BLDR,2019-03-01,2019-05-03,9.00000,1.87861,3.91719,0.53245,1.0568820224719102
BLDR,2019-05-03,2019-08-02,6.00000,1.87794,4.05867,0.49356,1.1933554817275747
BLDR,2019-08-02,2019-11-01,6.00000,1.69055,3.61558,0.44096,1.3084632516703785
BLDR,2019-11-01,2020-02-21,6.00000,1.65567,3.23332,0.41387,1.1246808510638298
BLDR,2020-02-21,2020-05-01,4.00000,1.59122,2.93900,0.39738,0.6428301172909572
BLK,2012-08-08,2012-11-08,5.00000,1.10762,6.51494,0.03556,1.100057803468208
BLK,2012-11-08,2014-02-28,5.00000,1.13049,5.99843,0.03658,1.6066943408123586
BLK,2013-08-08,2013-11-08,5.00000,1.15434,6.32204,0.04233,1.0484240991070484
BLK,2013-11-08,2015-02-27,6.00000,1.15171,6.61895,0.04216,1.262481063793974
BLK,2014-08-08,2014-11-07,7.00000,1.11953,6.50223,0.03656,1.1439364078307712
BLK,2014-11-07,2016-02-26,6.00000,1.12335,7.12331,0.03294,0.9090909090909092
BLK,2015-08-07,2015-11-06,4.00000,1.13562,7.56030,0.03727,1.0831753483193403
BLK,2015-11-06,2016-02-26,7.00000,1.12468,7.16640,0.03961,0.8795666064731213
BLK,2016-02-26,2016-08-08,6.00000,1.11939,7.24421,0.03324,1.1830069488313328
BLK,2016-02-26,2016-08-08,6.00000,1.10179,7.10071,0.03782,1.1830069488313328
BLK,2016-02-26,2016-08-08,6.00000,1.19233,7.71337,0.03466,1.1830069488313328
BLK,2016-02-26,2016-08-08,6.00000,1.19926,7.77618,0.03668,1.1830069488313328
BLK,2016-02-26,2016-08-08,6.00000,1.18177,7.42545,0.02087,1.1830069488313328
BLK,2016-02-26,2016-08-08,6.00000,1.19014,6.80225,0.02228,1.1830069488313328
BLK,2016-05-31,2016-08-31,3.00000,1.18629,6.69192,0.02228,1.0169806169806168
BLK,2016-08-31,2016-11-30,5.00000,1.19053,6.61636,0.02229,1.000134220981424
BLK,2016-11-30,2017-02-28,6.00000,1.17864,6.67021,0.02188,1.0442064578468477
BLK,2017-02-28,2017-05-31,6.00000,1.17252,6.50331,0.02232,1.0487353485502775
BLK,2017-05-31,2017-08-31,4.00000,1.18147,6.81250,0.02437,1.0188970588235293
BLK,2017-08-31,2017-11-30,6.00000,1.16172,6.27701,0.02285,1.2122393014360973
BLK,2017-11-30,2018-02-28,6.00000,1.17118,6.25144,0.02267,1.1008056514664444
BLK,2018-02-28,2018-05-31,5.00000,1.15803,5.82621,0.02277,0.9637307567509104
BLK,2018-05-31,2018-08-31,6.00000,1.18343,5.62975,0.02331,0.886180838726572
BLK,2018-08-31,2018-11-30,7.00000,1.17858,4.94916,0.02554,0.889250058045043
BLK,2018-11-30,2019-02-28,6.00000,1.16527,4.28715,0.02854,1.0491573700450985
BLK,2019-02-28,2019-05-31,5.00000,1.21165,3.75769,0.03929,0.9519015406891247
BLKB,2012-08-07,2012-11-06,2.00000,0.42299,3.55715,0.38837,0.7949549549549549
BLKB,2012-11-06,2013-02-27,3.00000,0.66978,3.50801,0.36806,1.2524932003626474
BLKB,2013-02-27,2013-05-07,3.00000,0.68576,3.77876,0.30535,1.1129207383279045
BLKB,2013-05-07,2013-08-09,3.00000,0.59637,3.29163,0.32846,1.119349593495935
BLKB,2013-08-09,2013-11-04,6.00000,0.60764,3.25830,0.29931,1.0371876815804766
BLKB,2013-11-04,2014-02-26,6.00000,0.58667,3.14847,0.26725,0.8994397759103641
BLKB,2014-02-26,2014-05-07,5.00000,0.64418,3.37410,0.21640,1.0124571784490812
BLKB,2014-05-07,2014-08-06,6.00000,0.67897,2.96354,0.26566,1.119963088280529
BLKB,2014-08-06,2014-11-05,7.00000,0.65570,2.97888,0.25012,1.237572095578138
BLKB,2014-11-05,2015-02-25,7.00000,0.68889,2.81774,0.24345,1.0184198845983132
BLKB,2015-02-25,2015-05-06,4.00000,0.68356,4.07317,0.29747,1.136631074308128
BLKB,2015-05-06,2015-08-06,3.00000,0.63392,3.48883,0.33887,1.169670245398773
BLKB,2015-08-06,2015-11-05,3.00000,0.60837,3.38073,0.30105,1.024750040976889
BLKB,2015-11-05,2016-02-24,4.00000,0.59182,3.13871,0.28628,0.8822776711452335
BLKB,2016-02-24,2016-05-04,6.00000,0.70477,4.80914,0.33359,1.1160261058738217
BLKB,2016-05-04,2016-08-04,6.00000,0.63868,4.02882,0.39402,1.0839831059129306
BLKB,2016-08-04,2016-11-04,5.00000,0.71178,4.34621,0.34026,0.8847594784954292
BLKB,2016-11-04,2017-02-22,5.00000,0.64403,3.72149,0.34130,1.2356029810298104
BLKB,2017-02-22,2017-05-05,7.00000,0.74681,4.29282,0.26133,1.0838930774503084
BLKB,2017-05-05,2017-08-04,7.00000,0.68311,3.47944,0.32073,1.1159731883141522
BLKB,2017-08-04,2017-11-02,7.00000,0.75995,4.10661,0.28965,1.1208068902991841
